clf_name,out_rate,R_out_count,P_out_count,P_nor_count,AUC,AP,#VALUE!
Feature Bagging,0.2055,1233,1233,4767,0.427328087,0.771661857,1
Feature Bagging,0.205333333,1232,1231,4769,0.502673396,0.795540316,0.999188312
Feature Bagging,0.21,1260,1260,4740,0.475085393,0.781842831,1
Feature Bagging,0.2135,1281,1281,4719,0.464023309,0.774653742,1
Feature Bagging,0.207333333,1244,1244,4756,0.435642641,0.772225077,1
Feature Bagging,0.199333333,1196,1196,4804,0.450708579,0.785319045,1
Feature Bagging,0.213333333,1280,1280,4720,0.424490201,0.76236019,1
Feature Bagging,0.1975,1185,1185,4815,0.457391853,0.789277006,1
Feature Bagging,0.2025,1215,1215,4785,0.482436111,0.791877683,1
Feature Bagging,0.208666667,1252,1252,4748,0.445873965,0.773968467,1
Feature Bagging,0.2105,1263,1263,4737,0.435384352,0.768763097,1
Feature Bagging,0.207,1242,1242,4758,0.463908231,0.781374263,1
Feature Bagging,0.207833333,1247,1247,4753,0.434114207,0.771221994,1
Feature Bagging,0.2105,1263,1263,4737,0.42685996,0.766137895,1
Feature Bagging,0.213666667,1282,1282,4718,0.440024231,0.766836768,1
Feature Bagging,0.207166667,1243,1243,4757,0.436322067,0.772611415,1
Feature Bagging,0.197666667,1186,1186,4814,0.458262193,0.789366817,1
Feature Bagging,0.2045,1227,1227,4773,0.45752314,0.781981572,1
Feature Bagging,0.203,1218,1218,4782,0.485447275,0.792325909,1
Feature Bagging,0.2105,1263,1263,4737,0.462963269,0.777432875,1
Feature Bagging,0.214833333,1289,1289,4711,0.458540738,0.771497299,1
Feature Bagging,0.206666667,1240,1240,4760,0.478517213,0.786367735,1
Feature Bagging,0.212833333,1277,1272,4728,0.470790236,0.777533765,0.996084573
Feature Bagging,0.213166667,1279,1279,4721,0.494216698,0.784899385,1
Feature Bagging,0.2,1200,1200,4800,0.48125,0.79405625,1
Feature Bagging,0.208,1248,1248,4752,0.523479992,0.799831408,1
Feature Bagging,0.206166667,1237,1228,4772,0.457650177,0.780275577,0.992724333
Feature Bagging,0.211,1266,1266,4734,0.492428474,0.786489209,1
Feature Bagging,0.2045,1227,1227,4773,0.450863839,0.77991696,1
Feature Bagging,0.209333333,1256,1256,4744,0.462277527,0.778428979,1
Feature Bagging,0.202666667,1216,1216,4784,0.440466302,0.778675194,1
Feature Bagging,0.211833333,1271,1271,4729,0.425511005,0.764289245,1
Feature Bagging,0.2135,1281,1281,4719,0.458564287,0.772897461,1
Feature Bagging,0.2015,1209,1209,4791,0.457730142,0.785187933,1
Feature Bagging,0.209333333,1256,1256,4744,0.459256614,0.777470527,1
Feature Bagging,0.2115,1269,1269,4731,0.467323069,0.77779214,1
Feature Bagging,0.209166667,1255,1255,4745,0.463977599,0.779143058,1
Feature Bagging,0.21,1260,1260,4740,0.442435202,0.771484538,1
